単語,判定結果,TF-IDF値,出現回数,優先値,連結回数,概念レベル
数字カード置き場,0,0.24061006784545266,3,3.3,0,20.0
数字カードボーナスサークル,0,0.25890671918030295,2,5.6,0,18.0
数字カードボーナスサークル,0,0.2025865136884777,2,5.6,0,18.0
数字カード,0,0.3742690841511116,6,2.2,9,19.5
数字カード,0,0.27197573151748966,6,2.2,9,19.5
数字カード,0,0.25812944943973753,6,2.2,9,19.5
数字カード,0,0.1644121934532487,6,2.2,9,19.5
数字カード,0,0.15595095663795097,6,2.2,9,19.5
数字カード,0,0.10505986016836956,6,2.2,9,19.5
数字,0,0.3439267891993167,9,1.0,17,36.0
数字,0,0.3343928170513735,9,1.0,17,36.0
数字,0,0.32756372811160483,9,1.0,17,36.0
数字,0,0.3151926384729326,9,1.0,17,36.0
数字,0,0.29668498430355145,9,1.0,17,36.0
数字,0,0.23289979303478375,9,1.0,17,36.0
数字,0,0.18958255048065678,9,1.0,17,36.0
数字,0,0.14070825937679282,9,1.0,17,36.0
数字,0,0.06515969411874571,9,1.0,17,36.0
指し,0,0.3514484156985262,2,0.6,0,0.0
指し,0,0.34615476664565126,2,0.6,0,0.0
成立例,0,0.6331829232354336,1,1.5,0,15.5
形状,0,0.4436224801139379,2,1.0,0,16.0
形状,0,0.4238999757610756,2,1.0,0,16.0
底面,0,0.3514484156985262,2,1.0,0,4.0
底面,0,0.34615476664565126,2,1.0,0,4.0
差異,0,0.7369270081430599,1,1.0,0,19.0
左側,0,0.3457394925677605,1,1.0,0,1.0
左下,0,0.2669594208586905,2,1.0,0,0.0
左下,0,0.2584128243483943,2,1.0,0,0.0
左上,0,0.38804272487660296,1,1.0,0,0.0
実行委員会,0,0.4809980646628059,5,2.5,0,29.0
実行委員会,0,0.3377660055207463,5,2.5,0,29.0
実行委員会,0,0.27611106485831105,5,2.5,0,29.0
実行委員会,0,0.23765653698192762,5,2.5,0,29.0
実行委員会,0,0.1409173889481722,5,2.5,0,29.0
大会開催地,0,0.3558665911590496,1,2.5,0,24.333333333333332
大会,0,0.37210755621779046,2,1.0,1,2.0
大会,0,0.339818450760123,2,1.0,1,2.0
外観,0,0.6041939454798056,1,1.0,0,33.0
向き,0,0.5120431051891994,1,0.6,0,34.0
名称,0,0.462124452679993,1,1.0,0,29.0
名産品,0,0.3558665911590496,1,1.5,0,18.0
右側,0,0.3457394925677605,1,1.0,0,1.0
右下,0,0.2669594208586905,2,1.0,0,0.5
右下,0,0.2584128243483943,2,1.0,0,0.5
取得方法,0,0.20948846184618009,1,2.0,0,29.5
参加チーム,0,0.3681754236663191,4,2.2,0,15.5
参加チーム,0,0.35956423087739725,4,2.2,0,15.5
参加チーム,0,0.301213384560675,4,2.2,0,15.5
参加チーム,0,0.22785340089379996,4,2.2,0,15.5
別途提示,0,0.20948846184618009,1,2.0,0,6.5
判定方法,0,0.440307039794124,1,2.0,0,43.5
初期設置,0,0.563436990506069,2,2.0,0,2.0
初期設置,0,0.3918684744578482,2,2.0,0,2.0
初期位置,0,0.34674453101221075,1,2.0,0,10.5
分断部分,0,0.2957069456795657,2,2.0,0,142.5
分断部分,0,0.28988680350154133,2,2.0,0,142.5
出来,0,0.28023589471252386,1,1.0,0,0.0
円柱,0,0.32101731595485966,2,1.0,0,36.0
円柱,0,0.30449572727241725,2,1.0,0,36.0
内側,0,0.25890671918030295,2,1.0,0,0.0
内側,0,0.16458235394482112,2,1.0,0,0.0
全景,0,0.42046914531078505,1,1.0,0,8.0
仮想的,0,0.2957069456795657,2,1.5,0,6.0
仮想的,0,0.28988680350154133,2,1.5,0,6.0
交点サークル,0,0.6291566772243392,6,2.7,0,19.0
交点サークル,0,0.5777467038288526,6,2.7,0,19.0
交点サークル,0,0.3630481748914575,6,2.7,0,19.0
交点サークル,0,0.2605265281072603,6,2.7,0,19.0
交点サークル,0,0.25130298604167045,6,2.7,0,19.0
交点サークル,0,0.20861796148372028,6,2.7,0,19.0
事態,0,0.1816218081146215,1,1.0,0,23.0
中間ゲート2,0,0.3512065800739601,2,2.2,0,9.333333333333334
中間ゲート2,0,0.1983142145047325,2,2.2,0,9.333333333333334
中間ゲート1,0,0.3512065800739601,2,2.2,0,9.333333333333334
中間ゲート1,0,0.1983142145047325,2,2.2,0,9.333333333333334
中間ゲート,0,0.32591969744427685,2,2.2,4,14.0
中間ゲート,0,0.27963350536036785,2,2.2,4,14.0
中心軸,0,0.34996451974334386,1,1.5,0,20.5
中心,0,0.34996451974334386,1,1.0,1,4.0
中央,0,0.3457394925677605,1,1.0,0,2.0
両者,0,0.5745085626508378,1,1.0,0,0.0
上限,0,0.6438475133141491,2,1.0,0,1.0
上限,0,0.47464796679160914,2,1.0,0,1.0
上記,0,0.4396393488626978,3,1.0,0,0.0
上記,0,0.30047894801387864,3,1.0,0,0.0
上記,0,0.08329320772350826,3,1.0,0,0.0
一方向,0,0.3364450509660465,1,1.5,0,17.0
リザルトタイム確定,0,0.3562828057715957,3,4.5,0,13.0
リザルトタイム確定,0,0.29321055172470684,3,4.5,0,13.0
リザルトタイム確定,0,0.2923109022778721,3,4.5,0,13.0
リザルトタイム,0,0.5360708870172669,6,3.5,3,0.0
リザルトタイム,0,0.40280520022700417,6,3.5,3,0.0
リザルトタイム,0,0.3798994617315477,6,3.5,3,0.0
リザルトタイム,0,0.36595372833089546,6,3.5,3,0.0
リザルトタイム,0,0.26210964712627216,6,3.5,3,0.0
リザルトタイム,0,0.135205989256759,6,3.5,3,0.0
リクエスト,0,0.28023589471252386,1,2.5,0,23.0
マイナス,0,0.6105255605651905,1,2.0,0,1.0
ボーナスブロック,0,0.8117054882101938,1,3.7,0,8.0
ボーナスタイム獲得例,0,0.5724920548223067,1,4.7,0,20.75
ボーナスタイム獲得,0,0.41495865796531106,1,4.2,1,20.333333333333332
ボーナスタイム,0,0.4225379202879205,4,3.2,2,28.0
ボーナスタイム,0,0.41377014831018444,4,3.2,2,28.0
ボーナスタイム,0,0.40451801575460683,4,3.2,2,28.0
ボーナスタイム,0,0.27447416136711755,4,3.2,2,28.0
ボーナスサークル設置,0,0.3132521094954094,2,4.4,0,14.333333333333334
ボーナスサークル設置,0,0.25890671918030295,2,4.4,0,14.333333333333334
ボーナスサークル,0,0.49327208557281915,3,3.4,6,19.5
ボーナスサークル,0,0.29321055172470684,3,3.4,6,19.5
ボーナスサークル,0,0.1896252304454279,3,3.4,6,19.5
ボーナス,0,0.6387269475518995,1,1.7,16,3.0
ブロック搬入,0,0.6387269475518995,1,3.0,0,6.5
ブロックブロックビンゴ2020,0,0.4836254011364807,1,5.5,0,0.0
ブロックビンゴ2020エリア,0,0.462124452679993,1,5.0,1,48.0
ブロックビンゴ2020,0,0.49125628755817075,4,3.5,3,0.0
ブロックビンゴ2020,0,0.46548020484583824,4,3.5,3,0.0
ブロックビンゴ2020,0,0.38248570155778217,4,3.5,3,0.0
ブロックビンゴ2020,0,0.27447416136711755,4,3.5,3,0.0
ブロックサークル番号8,0,0.2584128243483943,2,4.7,0,12.25
ブロックサークル番号8,0,0.17797294723912702,2,4.7,0,12.25
ブロックサークル番号6,0,0.2584128243483943,2,4.7,0,12.25
ブロックサークル番号6,0,0.17797294723912702,2,4.7,0,12.25
ブロックサークル番号3,0,0.19402136243830148,1,4.7,0,12.25
ブロックサークル番号1,0,0.19402136243830148,1,4.7,0,12.25
ブロックサークル番号,0,0.4417088327997602,1,4.7,6,16.333333333333332
ブロックサークル内,0,0.3404512868791527,1,4.2,0,19.0
ブロックサークル,0,0.5342773380734872,6,3.7,8,24.5
ブロックサークル,0,0.4932365803597461,6,3.7,8,24.5
ブロックサークル,0,0.3094035512700277,6,3.7,8,24.5
ブロックサークル,0,0.2931744556696034,6,3.7,8,24.5
ブロックサークル,0,0.20861796148372028,6,3.7,8,24.5
ブロックサークル,0,0.15595095663795097,6,3.7,8,24.5
ブロック,0,0.48421468166946274,7,2.0,49,13.0
ブロック,0,0.4213973480815918,7,2.0,49,13.0
ブロック,0,0.3570554785673933,7,2.0,49,13.0
ブロック,0,0.34685451078632606,7,2.0,49,13.0
ブロック,0,0.30962493651442674,7,2.0,49,13.0
ブロック,0,0.2509933762844134,7,2.0,49,13.0
ブロック,0,0.24868401119843964,7,2.0,49,13.0
フルビンゴ,0,0.34618941575224293,1,2.5,0,0.0
ビンゴ,0,0.31755446848802943,2,1.5,11,0.0
ビンゴ,0,0.30861610573158793,2,1.5,11,0.0
ナンバー黒ブロック,0,0.3497635647007332,7,4.2,0,16.333333333333332
ナンバー黒ブロック,0,0.3365540544897002,7,4.2,0,16.333333333333332
ナンバー黒ブロック,0,0.3157867277539202,7,4.2,0,16.333333333333332
ナンバー黒ブロック,0,0.30364657150888336,7,4.2,0,16.333333333333332
ナンバー黒ブロック,0,0.300488840239933,7,4.2,0,16.333333333333332
ナンバー黒ブロック,0,0.2106986740407959,7,4.2,0,16.333333333333332
ナンバー黒ブロック,0,0.1583960444909757,7,4.2,0,16.333333333333332
ナンバーボーナスサークル,0,0.25890671918030295,2,5.1,0,15.666666666666666
ナンバーボーナスサークル,0,0.2025865136884777,2,5.1,0,15.666666666666666
トリプルビンゴ,0,0.34618941575224293,1,3.5,0,0.0
チーム,0,0.4353307501666342,1,1.2,5,20.0
ダブルビンゴ,0,0.34618941575224293,1,3.0,0,0.0
ターン毎,0,0.34674453101221075,1,1.7,0,0.0
タッチセンサ押下操作,0,0.5619369760151248,2,5.0,1,3.6666666666666665
タッチセンサ押下操作,0,0.4289269272052257,2,5.0,1,3.6666666666666665
タイム,0,0.5600261332726177,2,1.5,20,53.0
タイム,0,0.468107053910257,2,1.5,20,53.0
タイミング,0,0.4272045638979855,1,2.5,0,12.0
スポンサー看板,0,0.3558665911590496,1,3.2,0,3.0
スタート準備走行,0,0.5932433350196217,1,3.7,0,33.666666666666664
スタート準備,0,0.34674453101221075,1,2.7,1,50.5
スタート位置,0,0.5340147756333676,1,2.7,0,44.0
スタートライン手前,0,0.44139078175773916,1,4.2,0,0.0
スタートライン,0,0.5273542000781077,4,3.2,1,0.0
スタートライン,0,0.4341952085774848,4,3.2,1,0.0
スタートライン,0,0.26211316585960354,4,3.2,1,0.0
スタートライン,0,0.25695422078129593,4,3.2,1,0.0
スタートエリア,0,0.5349850241659428,6,3.2,0,105.5
スタートエリア,0,0.4304512469643195,6,3.2,0,105.5
スタートエリア,0,0.39754034367761054,6,3.2,0,105.5
スタートエリア,0,0.337093965033561,6,3.2,0,105.5
スタートエリア,0,0.329209731230066,6,3.2,0,105.5
スタートエリア,0,0.3285876179511776,6,3.2,0,105.5
シングルビンゴ,0,0.34618941575224293,1,3.5,0,0.0
サンプル,0,0.39933817297845614,1,2.0,0,16.0
ゴールゲート,0,0.442934657077231,4,2.4,0,11.0
ゴールゲート,0,0.28889359875129533,4,2.4,0,11.0
ゴールゲート,0,0.24786574830693736,4,2.4,0,11.0
ゴールゲート,0,0.17578473335936926,4,2.4,0,11.0
ゴール,0,0.5385435354875058,3,1.2,4,7.0
ゴール,0,0.40148460988183854,3,1.2,4,7.0
ゴール,0,0.254839048436148,3,1.2,4,7.0
コース画像,0,0.39933817297845614,1,2.2,0,68.5
コース外,0,0.1816218081146215,1,1.7,0,50.0
コース,0,0.340021898103986,9,1.2,16,100.0
コース,0,0.2573455305503776,9,1.2,16,100.0
コース,0,0.2571684481840046,9,1.2,16,100.0
コース,0,0.25346929476951074,9,1.2,16,100.0
コース,0,0.2364909649039503,9,1.2,16,100.0
コース,0,0.23222473337336336,9,1.2,16,100.0
コース,0,0.21652924703640555,9,1.2,16,100.0
コース,0,0.18295209908424248,9,1.2,16,100.0
コース,0,0.14521413233849953,9,1.2,16,100.0
ゲーム,0,0.33757456278668524,1,1.2,0,28.0
ゲートライン,0,0.5777871975025907,4,2.7,0,286.5
ゲートライン,0,0.31130776574204555,4,2.7,0,286.5
ゲートライン,0,0.24786574830693736,4,2.7,0,286.5
ゲートライン,0,0.2214673285386155,4,2.7,0,286.5
クラス,0,0.5088940839249654,1,1.5,3,58.0
ガレージ方向,0,0.3653442010449546,1,2.7,0,35.5
ガレージ,0,0.1816218081146215,1,1.7,1,1.0
カラーブロック有効移動,0,0.3122909671171093,2,5.2,0,32.75
カラーブロック有効移動,0,0.30861610573158793,2,5.2,0,32.75
カラーブロック,0,0.5583246949266792,9,3.2,2,12.5
カラーブロック,0,0.5290389778983866,9,3.2,2,12.5
カラーブロック,0,0.48205689715206357,9,3.2,2,12.5
カラーブロック,0,0.28997273803451706,9,3.2,2,12.5
カラーブロック,0,0.28141651875358564,9,3.2,2,12.5
カラーブロック,0,0.2573455305503776,9,3.2,2,12.5
カラーブロック,0,0.22867277537475622,9,3.2,2,12.5
カラーブロック,0,0.1973254224922709,9,3.2,2,12.5
カラーブロック,0,0.18922089960423727,9,3.2,2,12.5
カラーサークル,0,0.3364450509660465,1,2.9,0,24.0
オレンジ範囲,0,0.20948846184618009,1,3.0,0,27.0
エリア,0,0.440510990107861,2,1.5,8,144.0
エリア,0,0.32643119941319787,2,1.5,8,144.0
アドバンストクラス難所,0,0.47041748058327565,1,5.5,0,0.0
アドバンストクラス,0,0.4643568401435998,2,4.5,1,0.0
アドバンストクラス,0,0.4563631381081597,2,4.5,1,0.0
アクティビティ,0,0.6199358280461919,1,3.5,0,76.0
なお置か,0,0.3514484156985262,2,0.8,0,0.0
なお置か,0,0.34615476664565126,2,0.8,0,0.0
なお,0,0.6387269475518995,1,0.2,2,0.0
うち1,0,0.49784879158314005,1,0.2,0,0.0
rコース,0,0.7026671176897028,5,1.6,0,51.0
rコース,0,0.2731817376892912,5,1.6,0,51.0
rコース,0,0.26825361477608,5,1.6,0,51.0
rコース,0,0.2185778817470291,5,1.6,0,51.0
rコース,0,0.07526900012392104,5,1.6,0,51.0
lコース,0,0.7191284617547945,4,1.6,1,50.0
lコース,0,0.28111287915373634,4,1.6,1,50.0
lコース,0,0.2290558422056025,4,1.6,1,50.0
lコース,0,0.07887716761438819,4,1.6,1,50.0
goal,0,0.3048489926984184,1,1.6,0,14.0
gate2,0,0.3048489926984184,1,1.6,0,0.0
gate1,0,0.3048489926984184,1,1.6,0,0.0
etロボコンキャラクターロゴ,0,0.28023589471252386,1,6.5,0,0.0
etロボコン2020ロゴ,0,0.28023589471252386,1,3.8,0,0.0
etロボコン2020シミュレータ,0,0.43994550668923654,4,5.5,0,0.25
etロボコン2020シミュレータ,0,0.3948792367021149,4,5.5,0,0.25
etロボコン2020シミュレータ,0,0.301213384560675,4,5.5,0,0.25
etロボコン2020シミュレータ,0,0.1476725410135272,4,5.5,0,0.25
45,0,0.34996451974334386,1,0.0,0,0.0
26,0,0.09701068121915074,1,0.0,0,0.0
14,0,0.09701068121915074,1,0.0,0,0.0
11,0,0.2723816924353845,1,0.0,0,0.0
10,0,0.14112660148370396,1,0.0,1,0.0
